0.000000,0.400000,0.400000
0.010000,0.404813,0.406435
0.020000,0.409650,0.412940
0.030000,0.414513,0.419514
0.040000,0.419399,0.426157
0.050000,0.424309,0.432870
0.060000,0.429242,0.439650
0.070000,0.434198,0.446497
0.080000,0.439175,0.453412
0.090000,0.444174,0.460392
0.100000,0.449194,0.467438
0.110000,0.454235,0.474548
0.120000,0.459295,0.481722
0.130000,0.464374,0.488959
0.140000,0.469472,0.496258
0.150000,0.474588,0.503617
0.160000,0.479721,0.511036
0.170000,0.484871,0.518514
0.180000,0.490038,0.526050
0.190000,0.495220,0.533642
0.200000,0.500417,0.541289
0.210000,0.505629,0.548990
0.220000,0.510854,0.556744
0.230000,0.516093,0.564549
0.240000,0.521344,0.572403
0.250000,0.526606,0.580306
0.260000,0.531880,0.588256
0.270000,0.537165,0.596252
0.280000,0.542460,0.604290
0.290000,0.547764,0.612372
0.300000,0.553076,0.620493
0.310000,0.558396,0.628653
0.320000,0.563724,0.636851
0.330000,0.569058,0.645084
0.340000,0.574398,0.653350
0.350000,0.579743,0.661648
0.360000,0.585093,0.669975
0.370000,0.590447,0.678331
0.380000,0.595803,0.686713
0.390000,0.601163,0.695119
0.400000,0.606523,0.703547
0.410000,0.611885,0.711995
0.420000,0.617248,0.720461
0.430000,0.622609,0.728944
0.440000,0.627970,0.737441
0.450000,0.633329,0.745950
0.460000,0.638685,0.754469
0.470000,0.644039,0.762996
0.480000,0.649388,0.771530
0.490000,0.654732,0.780067
0.500000,0.660071,0.788606
0.510000,0.665404,0.797145
0.520000,0.670730,0.805682
0.530000,0.676048,0.814215
0.540000,0.681358,0.822741
0.550000,0.686659,0.831259
0.560000,0.691950,0.839767
0.570000,0.697231,0.848263
0.580000,0.702500,0.856744
0.590000,0.707757,0.865209
0.600000,0.713002,0.873655
0.610000,0.718233,0.882082
0.620000,0.723451,0.890486
0.630000,0.728653,0.898867
0.640000,0.733840,0.907221
0.650000,0.739010,0.915548
0.660000,0.744164,0.923846
0.670000,0.749300,0.932112
0.680000,0.754417,0.940345
0.690000,0.759516,0.948544
0.700000,0.764595,0.956706
0.710000,0.769653,0.964830
0.720000,0.774691,0.972915
0.730000,0.779706,0.980959
0.740000,0.784700,0.988959
0.750000,0.789670,0.996916
0.760000,0.794616,1.004827
0.770000,0.799539,1.012691
0.780000,0.804436,1.020507
0.790000,0.809308,1.028273
0.800000,0.814153,1.035988
0.810000,0.818972,1.043651
0.820000,0.823764,1.051260
0.830000,0.828528,1.058815
0.840000,0.833263,1.066314
0.850000,0.837969,1.073757
0.860000,0.842646,1.081142
0.870000,0.847292,1.088469
0.880000,0.851908,1.095736
0.890000,0.856493,1.102942
0.900000,0.861047,1.110088
0.910000,0.865568,1.117171
0.920000,0.870057,1.124192
0.930000,0.874513,1.131149
0.940000,0.878935,1.138042
0.950000,0.883324,1.144871
0.960000,0.887678,1.151634
0.970000,0.891998,1.158332
0.980000,0.896284,1.164964
0.990000,0.900533,1.171528
1.000000,0.904748,1.178026
1.010000,0.908926,1.184456
1.020000,0.913068,1.190819
1.030000,0.917173,1.197114
1.040000,0.921242,1.203340
1.050000,0.925273,1.209498
1.060000,0.929267,1.215588
1.070000,0.933224,1.221608
1.080000,0.937143,1.227560
1.090000,0.941024,1.233443
1.100000,0.944867,1.239257
1.110000,0.948671,1.245003
1.120000,0.952437,1.250679
1.130000,0.956165,1.256286
1.140000,0.959853,1.261825
1.150000,0.963503,1.267295
1.160000,0.967114,1.272697
1.170000,0.970687,1.278031
1.180000,0.974220,1.283296
1.190000,0.977714,1.288493
1.200000,0.981169,1.293623
1.210000,0.984585,1.298686
1.220000,0.987961,1.303681
1.230000,0.991299,1.308610
1.240000,0.994598,1.313473
1.250000,0.997858,1.318269
1.260000,1.001078,1.323000
1.270000,1.004260,1.327665
1.280000,1.007403,1.332266
1.290000,1.010508,1.336802
1.300000,1.013573,1.341274
1.310000,1.016601,1.345683
1.320000,1.019590,1.350028
1.330000,1.022540,1.354311
1.340000,1.025453,1.358532
1.350000,1.028328,1.362691
1.360000,1.031165,1.366789
1.370000,1.033965,1.370827
1.380000,1.036727,1.374804
1.390000,1.039452,1.378722
1.400000,1.042140,1.382581
1.410000,1.044791,1.386382
1.420000,1.047406,1.390124
1.430000,1.049985,1.393810
1.440000,1.052528,1.397439
1.450000,1.055035,1.401012
1.460000,1.057506,1.404529
1.470000,1.059942,1.407992
1.480000,1.062343,1.411400
1.490000,1.064710,1.414754
1.500000,1.067042,1.418055
1.510000,1.069340,1.421304
1.520000,1.071604,1.424501
1.530000,1.073834,1.427647
1.540000,1.076031,1.430742
1.550000,1.078196,1.433787
1.560000,1.080327,1.436782
1.570000,1.082427,1.439729
1.580000,1.084494,1.442627
1.590000,1.086530,1.445478
1.600000,1.088534,1.448282
1.610000,1.090507,1.451039
1.620000,1.092450,1.453751
1.630000,1.094362,1.456417
1.640000,1.096244,1.459039
1.650000,1.098096,1.461617
1.660000,1.099919,1.464152
1.670000,1.101713,1.466643
1.680000,1.103478,1.469093
1.690000,1.105215,1.471500
1.700000,1.106924,1.473867
1.710000,1.108605,1.476193
1.720000,1.110258,1.478480
1.730000,1.111885,1.480727
1.740000,1.113485,1.482935
1.750000,1.115058,1.485106
1.760000,1.116606,1.487238
1.770000,1.118127,1.489334
1.780000,1.119624,1.491393
1.790000,1.121095,1.493416
1.800000,1.122542,1.495404
1.810000,1.123964,1.497356
1.820000,1.125363,1.499275
1.830000,1.126737,1.501159
1.840000,1.128089,1.503011
1.850000,1.129417,1.504829
1.860000,1.130722,1.506616
1.870000,1.132005,1.508370
1.880000,1.133266,1.510093
1.890000,1.134505,1.511786
1.900000,1.135723,1.513448
1.910000,1.136920,1.515080
1.920000,1.138096,1.516683
1.930000,1.139251,1.518258
1.940000,1.140386,1.519803
1.950000,1.141501,1.521321
1.960000,1.142597,1.522812
1.970000,1.143673,1.524275
1.980000,1.144730,1.525712
1.990000,1.145768,1.527123
2.000000,1.146788,1.528508
2.010000,1.147790,1.529867
2.020000,1.148774,1.531202
2.030000,1.149741,1.532513
2.040000,1.150690,1.533799
2.050000,1.151622,1.535062
2.060000,1.152537,1.536302
2.070000,1.153436,1.537519
2.080000,1.154319,1.538713
2.090000,1.155185,1.539885
2.100000,1.156036,1.541036
2.110000,1.156872,1.542165
2.120000,1.157692,1.543274
2.130000,1.158497,1.544361
2.140000,1.159288,1.545429
2.150000,1.160064,1.546477
2.160000,1.160826,1.547505
2.170000,1.161574,1.548514
2.180000,1.162308,1.549504
2.190000,1.163029,1.550476
2.200000,1.163736,1.551430
2.210000,1.164431,1.552365
2.220000,1.165112,1.553283
2.230000,1.165781,1.554184
2.240000,1.166438,1.555068
2.250000,1.167082,1.555936
2.260000,1.167714,1.556787
2.270000,1.168335,1.557622
2.280000,1.168944,1.558441
2.290000,1.169542,1.559245
2.300000,1.170128,1.560033
2.310000,1.170704,1.560807
2.320000,1.171269,1.561566
2.330000,1.171823,1.562310
2.340000,1.172367,1.563041
2.350000,1.172900,1.563758
2.360000,1.173424,1.564461
2.370000,1.173937,1.565150
2.380000,1.174441,1.565827
2.390000,1.174936,1.566490
2.400000,1.175421,1.567141
2.410000,1.175897,1.567780
2.420000,1.176364,1.568406
2.430000,1.176822,1.569021
2.440000,1.177272,1.569623
2.450000,1.177712,1.570215
2.460000,1.178145,1.570795
2.470000,1.178569,1.571363
2.480000,1.178986,1.571921
2.490000,1.179394,1.572468
2.500000,1.179794,1.573005
2.510000,1.180187,1.573531
2.520000,1.180573,1.574048
2.530000,1.180951,1.574554
2.540000,1.181322,1.575051
2.550000,1.181685,1.575538
2.560000,1.182042,1.576015
2.570000,1.182392,1.576484
2.580000,1.182735,1.576943
2.590000,1.183072,1.577394
2.600000,1.183402,1.577836
2.610000,1.183726,1.578269
2.620000,1.184044,1.578694
2.630000,1.184355,1.579111
2.640000,1.184661,1.579519
2.650000,1.184960,1.579920
2.660000,1.185254,1.580313
2.670000,1.185542,1.580699
2.680000,1.185825,1.581077
2.690000,1.186102,1.581447
2.700000,1.186374,1.581811
2.710000,1.186641,1.582167
2.720000,1.186902,1.582517
2.730000,1.187158,1.582860
2.740000,1.187410,1.583196
2.750000,1.187656,1.583525
2.760000,1.187898,1.583848
2.770000,1.188135,1.584165
2.780000,1.188368,1.584476
2.790000,1.188596,1.584781
2.800000,1.188819,1.585079
2.810000,1.189039,1.585372
2.820000,1.189254,1.585660
2.830000,1.189464,1.585941
2.840000,1.189671,1.586217
2.850000,1.189874,1.586488
