0.000000,195.000000,5.000000,0.000000
0.010000,194.707500,5.192500,1.950000
0.020000,194.404194,5.391956,3.897075
0.030000,194.089729,5.598582,5.841117
0.040000,193.763741,5.812599,7.782014
0.050000,193.425859,6.034228,9.719652
0.060000,193.075707,6.263696,11.653910
0.070000,192.712896,6.501232,13.584667
0.080000,192.337035,6.747069,15.511796
0.090000,191.947722,7.001441,17.435167
0.100000,191.544548,7.264586,19.354644
0.110000,191.127101,7.536741,21.270089
0.120000,190.694958,7.818149,23.181360
0.130000,190.247694,8.109051,25.088310
0.140000,189.784875,8.409688,26.990787
0.150000,189.306066,8.720304,28.888636
0.160000,188.810824,9.041140,30.781696
0.170000,188.298704,9.372436,32.669804
0.180000,187.769259,9.714433,34.552792
0.190000,187.222037,10.067366,36.430484
0.200000,186.656588,10.431468,38.302704
0.210000,186.072457,10.806970,40.169270
0.220000,185.469193,11.194094,42.029995
0.230000,184.846345,11.593060,43.884687
0.240000,184.203465,12.004079,45.733150
0.250000,183.540107,12.427356,47.575185
0.260000,182.855831,12.863084,49.410586
0.270000,182.150204,13.311449,51.239144
0.280000,181.422799,13.772625,53.060646
0.290000,180.673199,14.246773,54.874874
0.300000,179.900996,14.734041,56.681606
0.310000,179.105795,15.234561,58.480616
0.320000,178.287216,15.748449,60.271674
0.330000,177.444892,16.275804,62.054546
0.340000,176.578474,16.816706,63.828995
0.350000,175.687634,17.371212,65.594780
0.360000,174.772062,17.939360,67.351656
0.370000,173.831472,18.521162,69.099377
0.380000,172.865604,19.116607,70.837692
0.390000,171.874223,19.725656,72.566348
0.400000,170.857123,20.348243,74.285090
0.410000,169.814130,20.984271,75.993661
0.420000,168.745103,21.633613,77.691803
0.430000,167.649933,22.296110,79.379254
0.440000,166.528550,22.971571,81.055753
0.450000,165.380924,23.659766,82.721038
0.460000,164.207061,24.360433,84.374848
0.470000,163.007015,25.073271,86.016918
0.480000,161.780879,25.797941,87.646988
0.490000,160.528795,26.534066,89.264797
0.500000,159.250951,27.281229,90.870085
0.510000,157.947582,28.038973,92.462595
0.520000,156.618976,28.806800,94.042070
0.530000,155.265468,29.584172,95.608260
0.540000,153.887448,30.370508,97.160915
0.550000,152.485356,31.165190,98.699789
0.560000,151.059686,31.967557,100.224643
0.570000,149.610983,32.776909,101.735240
0.580000,148.139847,33.592506,103.231350
0.590000,146.646931,34.413572,104.712748
0.600000,145.132937,35.239294,106.179217
0.610000,143.598623,36.068823,107.630547
0.620000,142.044793,36.901277,109.066533
0.630000,140.472302,37.735742,110.486981
0.640000,138.882054,38.571275,111.891704
0.650000,137.274997,39.406907,113.280525
0.660000,135.652122,40.241643,114.653274
0.670000,134.014463,41.074470,116.009796
0.680000,132.363091,41.904352,117.349940
0.690000,130.699114,42.730242,118.673571
0.700000,129.023673,43.551079,119.980562
0.710000,127.337937,44.365793,121.270799
0.720000,125.643102,45.173312,122.544178
0.730000,123.940387,45.972560,123.800610
0.740000,122.231030,46.762466,125.040013
0.750000,120.516283,47.541964,126.262324
0.760000,118.797409,48.309999,127.467487
0.770000,117.075678,49.065530,128.655461
0.780000,115.352364,49.807533,129.826217
0.790000,113.628739,50.535008,130.979741
0.800000,111.906070,51.246976,132.116028
0.810000,110.185616,51.942491,133.235089
0.820000,108.468621,52.620636,134.336945
0.830000,106.756315,53.280529,135.421631
0.840000,105.049905,53.921329,136.489195
0.850000,103.350576,54.542231,137.539694
0.860000,101.659485,55.142478,138.573199
0.870000,99.977758,55.721355,139.589794
0.880000,98.306489,56.278197,140.589572
0.890000,96.646735,56.812386,141.572637
0.900000,94.999516,57.323358,142.539104
0.910000,93.365809,57.810598,143.489099
0.920000,91.746549,58.273646,144.422757
0.930000,90.142627,58.712095,145.340223
0.940000,88.554888,59.125592,146.241649
0.950000,86.984130,59.513838,147.127198
0.960000,85.431102,59.876589,147.997039
0.970000,83.896505,60.213655,148.851350
0.980000,82.380991,60.524896,149.690315
0.990000,80.885160,60.810228,150.514125
1.000000,79.409567,61.069617,151.322977
1.010000,77.954713,61.303079,152.117073
1.020000,76.521054,61.510676,152.896620
1.030000,75.108996,61.692521,153.661830
1.040000,73.718897,61.848770,154.412920
1.050000,72.351070,61.979621,155.150109
1.060000,71.005782,62.085316,155.873620
1.070000,69.683257,62.166135,156.583678
1.080000,68.383676,62.222394,157.280510
1.090000,67.107177,62.254445,157.964347
1.100000,65.853861,62.262672,158.635419
1.110000,64.623790,62.247490,159.293957
1.120000,63.416989,62.209341,159.940195
