0, 1.000000
1, 1.061875
2, 1.127537
3, 1.197214
4, 1.271144
5, 1.349581
6, 1.432791
7, 1.521057
8, 1.614678
9, 1.713965
10, 1.819252
11, 1.930887
12, 2.049237
13, 2.174690
14, 2.307652
15, 2.448552
16, 2.597839
17, 2.755986
18, 2.923488
19, 3.100865
20, 3.288659
21, 3.487441
22, 3.697804
23, 3.920371
24, 4.155789
25, 4.404731
26, 4.667901
27, 4.946026
28, 5.239864
29, 5.550195
30, 5.877829
31, 6.223600
32, 6.588367
33, 6.973011
34, 7.378435
35, 7.805561
36, 8.255330
37, 8.728694
38, 9.226618
39, 9.750075
40, 10.300040
41, 10.877486
42, 11.483379
43, 12.118673
44, 12.784301
45, 13.481171
46, 14.210155
47, 14.972084
48, 15.767738
49, 16.597833
50, 17.463017
51, 18.363858
52, 19.300829
53, 20.274305
54, 21.284544
55, 22.331683
56, 23.415723
57, 24.536521
58, 25.693778
59, 26.887033
60, 28.115652
61, 29.378824
62, 30.675554
63, 32.004657
64, 33.364762
65, 34.754305
66, 36.171536
67, 37.614519
68, 39.081144
69, 40.569131
70, 42.076042
71, 43.599299
72, 45.136193
73, 46.683908
74, 48.239535
75, 49.800098
76, 51.362573
77, 52.923913
78, 54.481070
79, 56.031020
80, 57.570786
81, 59.097463
82, 60.608236
83, 62.100402
84, 63.571389
85, 65.018775
86, 66.440298
87, 67.833871
88, 69.197592
89, 70.529749
90, 71.828830
91, 73.093519
92, 74.322700
93, 75.515454
94, 76.671055
95, 77.788964
96, 78.868823
97, 79.910442
98, 80.913795
99, 81.879006
100, 82.806337
101, 83.696177
102, 84.549032
103, 85.365510
104, 86.146310
105, 86.892213
106, 87.604066
107, 88.282774
108, 88.929293
109, 89.544612
110, 90.129751
111, 90.685753
112, 91.213672
113, 91.714567
114, 92.189502
115, 92.639530
116, 93.065700
117, 93.469040
118, 93.850567
119, 94.211272
120, 94.552124
121, 94.874067
122, 95.178016
123, 95.464857
124, 95.735449
125, 95.990617
126, 96.231156
127, 96.457832
128, 96.671375
129, 96.872489
130, 97.061846
131, 97.240085
132, 97.407819
133, 97.565630
134, 97.714075
135, 97.853679
136, 97.984945
137, 98.108348
138, 98.224340
139, 98.333348
140, 98.435778
141, 98.532012
142, 98.622415
143, 98.707328
144, 98.787075
145, 98.861964
146, 98.932281
147, 98.998301
148, 99.060280
149, 99.118461
150, 99.173071
151, 99.224327
152, 99.272431
153, 99.317573
154, 99.359933
155, 99.399682
156, 99.436976
157, 99.471967
158, 99.504795
159, 99.535592
160, 99.564483
161, 99.591584
162, 99.617006
163, 99.640851
164, 99.663217
165, 99.684195
166, 99.703871
167, 99.722324
168, 99.739631
169, 99.755861
170, 99.771083
171, 99.785357
172, 99.798744
173, 99.811297
174, 99.823069
175, 99.834107
176, 99.844458
177, 99.854165
178, 99.863266
179, 99.871800
180, 99.879802
181, 99.887306
182, 99.894341
183, 99.900938
184, 99.907123
185, 99.912923
186, 99.918360
187, 99.923458
188, 99.928239
189, 99.932721
190, 99.936923
191, 99.940863
192, 99.944556
193, 99.948020
194, 99.951267
195, 99.954311
196, 99.957165
197, 99.959841
198, 99.962350
199, 99.964703
200, 99.966908
201, 99.968975
202, 99.970914
203, 99.972731
204, 99.974435
205, 99.976032
206, 99.977530
207, 99.978934
208, 99.980250
209, 99.981485
210, 99.982642
211, 99.983726
212, 99.984743
213, 99.985697
214, 99.986590
215, 99.987428
216, 99.988214
217, 99.988951
218, 99.989641
219, 99.990288
220, 99.990895
221, 99.991464
222, 99.991998
223, 99.992498
224, 99.992967
225, 99.993406
226, 99.993818
227, 99.994205
228, 99.994567
229, 99.994906
230, 99.995225
231, 99.995523
232, 99.995803
233, 99.996065
234, 99.996311
235, 99.996542
236, 99.996758
237, 99.996961
238, 99.997150
239, 99.997329
240, 99.997496
241, 99.997652
242, 99.997799
243, 99.997936
244, 99.998065
245, 99.998186
246, 99.998300
247, 99.998406
248, 99.998506
249, 99.998599
250, 99.998686
251, 99.998769
252, 99.998846
253, 99.998918
254, 99.998985
255, 99.999049
256, 99.999108
257, 99.999164
258, 99.999216
259, 99.999265
260, 99.999311
261, 99.999354
262, 99.999395
263, 99.999432
264, 99.999468
265, 99.999501
266, 99.999532
267, 99.999562
268, 99.999589
269, 99.999615
270, 99.999639
271, 99.999661
272, 99.999682
273, 99.999702
274, 99.999721
275, 99.999738
276, 99.999755
277, 99.999770
278, 99.999784
279, 99.999798
280, 99.999811
281, 99.999822
282, 99.999833
283, 99.999844
284, 99.999854
285, 99.999863
286, 99.999871
287, 99.999879
288, 99.999887
289, 99.999894
290, 99.999901
291, 99.999907
292, 99.999913
293, 99.999918
294, 99.999923
295, 99.999928
296, 99.999933
297, 99.999937
298, 99.999941
299, 99.999944
